content|type
Priyanka Gandhi was appointed to a post in Congress, India’s main opposition party. She is the sister of its current leader, Rahul Gandhi; their father, grandmother and great-grandfather all served as India’s prime minister. The appointment may energise the party ahead of an election.|politics
The Democratic Republic of Congo’s constitutional court declared Félix Tshisekedi the winner of the presidential election, despite compelling evidence that the result had been rigged. It threw out an appeal by Martin Fayulu, who is thought to have won with about 60% of the vote. See article.|politics
The security forces in Zimbabwe were accused of abducting and torturing members of the opposition amid protests against higher fuel prices and the government of Emmerson Mnangagwa. At least 12 people were shot dead and many more injured when police and soldiers fired on demonstrators. See article.|politics
Police in Ethiopia arrested Bereket Simon, a former government minister and ally of the late prime minister, Meles Zenawi. It is the most prominent arrest thus far in a crackdown on corruption led by Abiy Ahmed, the current prime minister.|politics
Israel bombed what it said were Iranian military targets in Syria in retaliation for a missile launched towards the Golan Heights. By confirming the attack, Israel departed from its long-held policy of neither admitting nor denying its air strikes against the blood-spattered Syrian dictatorship.|politics
As the shutdown of the American government entered its fifth week, the Senate prepared legislation that would temporarily fund services. In a public spat with the Democrats, Donald Trump conceded that he could not give his state-of-the-union speech to Congress until the situation was resolved. The president described the hundreds of thousands of federal workers who have gone without pay as “great patriots”. See article.|politics
America’s Supreme Court reinstated a ban on transgender troops from serving in the armed forces.|politics
Kamala Harris announced that she will run for the Democrats’ presidential nomination. Ms Harris has been a senator for California for two years. She is the third prominent candidate to join what will eventually become a very crowded field.|politics
Theresa May’s Brexit deal suffered a crushing defeat in the British Parliament. Leavers who think the deal does not go far enough in disentangling Britain from the European Union joined Remainers in voting against the government by a majority of 230, the largest defeat of a government on record. Hoping to trigger an election that it thinks it can win, the opposition Labour Party called for a motion of no confidence in the government, which it survived as Tory rebels returned to the fold. Mrs May will have to return to Parliament with a new Brexit blueprint on January 21st. See article.|politics
Macedonia’s parliament voted to approve the change of the country’s name to North Macedonia, part of a deal that is meant to see Greece lift its opposition to the country’s membership of the EU and NATO. The agreement still needs to be approved by Greece. The odds for that improved after the prime minister, Alexis Tsipras, narrowly saw off a vote of no confidence. See article.|politics
